Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230,y
,0.0,0.0,,,,,,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,0.0,,,1.872463,,,,,,,,,,,0.0,,,,,6,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-3433000.0,0.0,,,,,,,,0.0,,,,-20.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,16.68,,,,GcUBcmz45j,RO12,,taul,1K8T,uErj,xUTqnbN,0IWZqtp,,,mqKB,9_Y1,yrDU,,,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,7WwOAni,Ls02,UYBR,FzaX,LwGVino,oslk,xYH_Q4n,LM8l689qOp,,,Qcbd,RAYp,F2FyR07IdsN7I,,,0
,,,,,511.0,7.0,,,,,,412.0,,,,,,,,84.0,105.0,,10.0,24.0,,,99.68,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,1734.4,,,,,,4.097415,,,,,,,,9.0,,,,,,,3.0,66,0.0,,0.0,,0.0,,,2489.883,,0.0,,12.0,,,,,,,,,32778.0,,,,,,,,,,,,,,,40.0,,,0.0,842.572,,,,,,350.0,,,,0.0,,4977.0,,,,,,,0.0,49615.0,1546.0,,,,,,1175.0,,,0.0,0.0,,,,,11417.0,,,,52032.0,,,,,,,24.0,,,13872.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,hSogUHXZeb,RO12,,taul,1K8T,lK27,3pg460p,J3fgbi2,vjrnrRa,,zJKm,9_Y1,LqKm,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,hx2QGUU,,kZJ4Oht,jEyq,cJvF,FzaX,Qf2vbB7,oslk,jZZjeOa,LM8l689qOp,,ELof,453m,RAYp,F2FyR07IdsN7I,am7c,,0
,,,,,903.0,7.0,,,,,,456.0,,,,,,,,276.0,345.0,,2.0,128.0,,,229.44,,,,,,,0.0,,,771414.0,,,,,,0.0,,,,,,,,,,,,,0.3157445,,,,,,,,9.0,,,,,,,,88,0.0,,256960.0,,0.0,,,71997.59,,20.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,32.0,104950.0,,,,,,965.0,,,,90.0,,106569.0,,,,,,,0.0,1339260.0,613940.0,,,,,,1460.0,,,0.0,9.0,,,,,27027.0,,,,3907952.0,,,,,,,48.0,,,911808.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,P1WvyxLp3Z,RO12,SEuy,taul,1K8T,ssAy,nLJVdmm,W3kLbc3,Qr3B3gb,smXZ,UC7i,9_Y1,lXxA,,sYC_,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,e65Y6fc,,beK4AFX,UdjJ,UYBR,FzaX,sy7fR8o,oslk,QPHTy9x,LM8l689qOp,,kG3k,xb3V,RAYp,F2FyR07IdsN7I,,,0
,,,,,4354.0,28.0,,,,,,548.0,,,,,,,,196.0,245.0,,0.0,32.0,,,305.36,,,,,,,0.0,,,8908440.0,,,,,,0.0,,,,,,,,,,,,,1.4185,,,,,,,,45.0,,,,,,,12.0,204,0.0,,1176936.0,,0.0,,,58203.0,,35.0,,0.0,,,,,,,,,167691.0,,,,,,,,,,,,,,,32.0,,,24.0,264002.0,,,,,,1395.0,,,,156.0,,46026.0,,,,,,,0.0,1915275.0,95004.0,,,,,,690.0,,,0.0,36.0,,,,,0.0,,,,10668880.0,,,,,,,18.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,294.0,,,8I1r4RXXnK,2Knk1KF,,CiJDdr4TQ0rGERIS,1K8T,lK27,fhk21Ss,_03xtaMIkZsn1,abiGzMX,,eW2S,9_Y1,Cgc3,VpdQ,y6dw,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,3DU5ycSrJHCaC,,pftGtvB,,8YGZ0Pq,XVsq,cJvF,FzaX,4UxGlow,d0EEeJi,catzS2D,LM8l689qOp,,ELof,Xa3G,ZI9m,VjDE,am7c,,0
,,,,,1204.0,7.0,,,,,,412.0,,,,,,,,196.0,245.0,,10.0,160.0,,,166.56,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,5.876308,,,,,,,,9.0,,,,,,,3.0,54,105.0,,48472.0,,0.0,,,2260.779,,10.0,,2.0,,,,,,,,,122211.0,,,,,,,,,,,,,,,80.0,,,128.0,3243.144,,,,,,595.0,,,,0.0,,22239.0,,,,,,,0.0,11885.0,62836.0,,,,,,5855.0,,,0.0,0.0,,,,,16156.0,,,,164156.0,,,,,,,20.0,,,2760.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,64nWq69R_D,RO12,,taul,1K8T,FPxv,6KF0k8W,KyxX4chnKM,AIQsxJ5,,WmhQ,9_Y1,0A_v,09_Q,sYC_,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,wOrVFt0,,cUQ3StG,HnlP,cJvF,FzaX,ot6oLzk,oslk,IIvC99a,LM8l689qOp,,ELof,PM2D,RAYp,F2FyR07IdsN7I,am7c,,0
,,,,,2940.0,7.0,,,,,,340.0,,,,,,,,136.0,170.0,,0.0,0.0,,,186.64,,,,,,,0.0,,,5221512.0,,,,,,0.0,,,,,,,,,,,,,3.901944,,,,,,,,9.0,,,,,,,3.0,50,0.0,,2764800.0,,0.0,,,59287.5,,20.0,,0.0,,,,,,,,,34128.0,,,,,,,,,,,,,,,32.0,,,32.0,154435.6,,,,,,1070.0,,,,72.0,,4950.0,,,,,,,0.0,5515700.0,0.0,,,,,,55.0,,,0.0,0.0,,,,,0.0,,,,10658400.0,,,,,,,28.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,258.0,,,oyGrjIXt5a,RO12,,taul,1K8T,hoa9,wrRyYfr,VFlHWjvF92VDZUoi,EvCrYen,,WHne,9_Y1,nr0d,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,6rVi1eL,,mAjbk_S,3Env,cJvF,FzaX,dNsOjel,oslk,IIoOTZB,LM8l689qOp,,ELof,5Acm,RAYp,F2FyR07IdsN7I,mj86,,0
,,,,792010.0,,,,,0.0,,,,,,193.92,,,,,,,5.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.22837,,,0.0,0.0,,,,,,0.0,,3810114.0,421617.0,54.0,,10,,,,,,,237603.0,,,,,,,,,,,36.0,,2.0,,,,0.0,,,,,,21.0,,,,0.0,,,,282230.4,,-1261636.0,,,,,,,18.0,,,,,,4.0,,,,,,,,,,,,,90408.0,,,,,,,0.0,0.0,72.0,,,0.0,,,,,,4.0,,,,,,,,,14.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1PnOj1KVEH,RO12,,taul,1K8T,ZNsX,MsEeb0o,p528EHj,,,hXQA,9_Y1,jdbz,VpdQ,,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,KdSa,,,NGZxnJM,0WsG,cJvF,FzaX,ZnoRPlm,oslk,K90pVAO,LM8l689qOp,,,kwS7,RAYp,F2FyR07IdsN7I,,,0
,,,,,987.0,7.0,,,,,,3188.0,,,,,,,,384.0,480.0,,2.0,224.0,,,273.6,,,,,,,0.0,,,666.0,,,,,,0.0,,,,,,,9976.24,,,,,,2.635121,,,,,,,,9.0,,,,,,,3.0,112,35.0,,41040.0,,9.0,,,5297.19,,0.0,,24.0,,,,,,,,,254040.0,,,,,,,,,,,,,,,40.0,,,32.0,-1245896.0,,,,,,1640.0,,,,6.0,,12789.0,-20.0,,,,,,40.0,315025.0,168248.0,,,,,,6265.0,,,0.0,9.0,,,,,5327.0,,,,653132.0,,,,,,,102.0,,,65478.0,,,,,,,,,,0.0,,,,,,,,14.0,,,,,,,,372.0,,,4e7Wq69R_D,2Knk1KF,,taul,1K8T,j1T2,creCyD5,jXIs0KG,abi7X1t,,btFX,9_Y1,0A_v,VpdQ,hAFG,me75fM6ugJ,kIsH,,uKAI,Mtgm,XfqtO3UdzaXh_,,mORG_Cb,,11p4mKe,GDbw,cJvF,FzaX,Hlo8hdx,oslk,kYwEsaq,LM8l689qOp,,ELof,PM2D,RAYp,55YFVY9,mj86,,0
,,,,,756.0,21.0,,,,,,2476.0,,,,,,,,112.0,140.0,,0.0,0.0,,,353.84,,,,,,,0.0,,,10862940.0,,,,,,0.0,,,,,,,,,,,,,5.891049,,,,,,,,36.0,,,,,,,,54,98.0,,0.0,,0.0,,,230725.8,,35.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,0.0,51153.6,,,,,,475.0,,,,126.0,,60885.0,,,,,,,0.0,0.0,0.0,,,,,,90.0,,,0.0,0.0,,,,,0.0,,,,9661160.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,294.0,,,DHeq9ayfAo,RO12,SEuy,taul,1K8T,mAW3,Te2s8CN,lGXpFd_2Rf,4VspMjN,smXZ,kVZt,9_Y1,vm5R,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,X1tOjW6,,kq0n8Bj,XqfQ,UYBR,FzaX,rDm6pd1,oslk,Q53Rkup,M_8D,,kG3k,7P5s,RAYp,F2FyR07IdsN7I,mj86,,0
,,,,,280.0,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,0.0,,,100.32,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,4.603717,,,,,,,,9.0,,,,,,,,146,0.0,,0.0,,0.0,,,2739.939,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,44578.0,,,,,,0.0,,,,0.0,,17505.0,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,0.0,27.0,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,294.0,,,avkq9ayfAo,2Knk1KF,SEuy,taul,1K8T,z32l,u4V4sPt,I1sqWRxUAv,Tomv2PJ,smXZ,8Gmb,9_Y1,QBpP,09_Q,kxE9,me75fM6ugJ,kIsH,,uKAI,L84s,h0lfDKh52u4GP,,DBByGBN,,IoI4mKe,uFco,UYBR,FzaX,s3vm0jM,oslk,pYQi7an,LM8l689qOp,,kG3k,7P5s,RAYp,55YFVY9,am7c,,0
,,,,,1246.0,7.0,,,,,,948.0,,,,,,,,340.0,425.0,,4.0,168.0,,,314.96,,,,,,,0.0,,,6073380.0,,,,,,0.0,,,,,,,,,,,,,5.886136,,,,,,,,9.0,,,,,,,3.0,50,140.0,,856960.0,,0.0,,,56676.6,,20.0,,8.0,,,,,,,,,8277.0,,,,,,,,,,,,,,,48.0,,,56.0,-99368.0,,,,,,1380.0,,,,120.0,,106551.0,-26.0,,,,,,0.0,2023685.0,654518.0,,,,,,455.0,,,0.0,18.0,,,,,101822.0,,,,8850360.0,,,,,,,58.0,,,93792.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,360.0,,,qXhrEy7VR2,RO12,SEuy,ev6I,1K8T,JLbT,FJDupBg,_DLXGZ6,XNXAak6,smXZ,ldT0,9_Y1,H9GL,VpdQ,haYg,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,E1aAZ0x7vd,,BULUiCJ,,teAAXMy,pzsc,cJvF,AU8pNoi,OYHoGfM,QKW8DRm,RlTh9x_,LM8l689qOp,,xG3x,Aoh3,vJ_w8kB,WfJYmPMksSqa1pajvfG,,,0
,,,,,1134.0,7.0,,,,,,20.0,,,,,,,,140.0,175.0,,0.0,40.0,,,331.04,,,,,,,0.0,,,5663484.0,,,,,,0.0,,,,,,,,,,,,,3.700705,,,,,,,,54.0,,,,,,,9.0,154,7.0,,2073600.0,,0.0,,,169360.8,,20.0,,4.0,,,,,,,,,9150.0,,,,,,,,,,,,,,,32.0,,,24.0,80986.0,,,,,,540.0,,,,84.0,,18441.0,,,,,,,0.0,2739190.0,665472.0,,,,,,1030.0,,,0.0,9.0,,,,,0.0,,,,10245880.0,,,,,,,14.0,,,1036800.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,234.0,,,1GdOj17ejg,2Knk1KF,,taul,1K8T,487l,P_IFZs5,n2YfB05aPZ,FLXvD1h,,1C8b,9_Y1,eQTr,09_Q,hAFG,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,Np2uQcE,,XTbPUYD,oYuf,cJvF,FzaX,RnY8XLE,oslk,IBL2qo0,M_8D,,ELof,7aLG,RAYp,TCU50_Yjmm6GIBZ0lL_,am7c,,0
,,,,,273.0,0.0,,,,,,0.0,,,,,,,,56.0,70.0,,0.0,24.0,,,264.0,,,,,,,0.0,,,1019862.0,,,,,,0.0,,,,,,,,,,,,,5.345012,,,,,,,,9.0,,,,,,,3.0,20,0.0,,5508056.0,,0.0,,,192570.6,,0.0,,0.0,,,,,,,,,9300.0,,,,,,,,,,,,,,,8.0,,,24.0,133405.6,,,,,,435.0,,,,24.0,,0.0,-28.0,,,,,,0.0,6044700.0,731742.0,,,,,,0.0,,,0.0,18.0,,,,,0.0,,,,9733200.0,,,,,,,8.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,1nlTmBtueT,RO12,,taul,1K8T,2Ix5,Nn3SLMn,7ruFuE4,,,_Euz,9_Y1,c2JP,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,NGZxnJM,qkSb,cJvF,FzaX,3OJ8hdx,oslk,nezO_7b,LM8l689qOp,,,rgKb,RAYp,F2FyR07IdsN7I,,,0
,,,,,273.0,7.0,,,,,,4972.0,,,,,,,,0.0,0.0,,,0.0,,,233.44,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,4.67571,,,,,,,,9.0,,,,,,,3.0,90,231.0,,0.0,,0.0,,,54673.2,,0.0,,0.0,,,,,,,,,250836.0,,,,,,,,,,,,,,,,,,0.0,-1802980.0,,,,,,85.0,,,,0.0,,240993.0,,,,,,,0.0,0.0,0.0,,,,,,7025.0,,,0.0,18.0,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,Ie5gUH7IEC,eSGpMwS8zSGgq_trOpckZ5,SEuy,LfvqpCtLOY,1K8T,TyGl,h_BBboK,5sXTRjU,4QNrPC9,smXZ,shC2,9_Y1,m_h1,sJzTlal,wMei,GjJ35utlTa_GNSvxxpb9ju,kIsH,,uKAI,L84s,UbxQ8lZ,,qthbGHS,,teAAe2o,1kIB,UYBR,FzaX,30WSHS3,Al6ZaUT,1eIHsbu,jySVZNlOJy,,kG3k,WqMG,02N6s8f,R4y5gQQWY8OodqDV,,,0
,,,,,532.0,0.0,,,,,,0.0,,,,,,,,140.0,175.0,,2.0,88.0,,,261.92,,,,,,,0.0,,,1164468.0,,,,,,0.0,,,,,,,,,,,,,0.4900662,,,,,,,,9.0,,,,,,,3.0,28,0.0,,3023256.0,,0.0,,,219793.2,,5.0,,8.0,,,,,,,,,2046.0,,,,,,,,,,,,,,,32.0,,,40.0,162652.8,,,,,,515.0,,,,24.0,,0.0,4.0,,,,,,0.0,2898330.0,1900800.0,,,,,,0.0,,,0.0,18.0,,,,,604800.0,,,,10084760.0,,,,,,,20.0,,,1996416.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,180.0,,,1YVvyx7IEC,RO12,,taul,1K8T,hM6W,GOBu1hQ,DEW6UbM_ORO9qycdC7l,,,GjtT,9_Y1,RcM7,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,PKBP,cJvF,AU8pNoi,xtR871e,oslk,LiUPLfR,LM8l689qOp,,,szEZ,RAYp,F2FyR07IdsN7I,,,0
,,,,,2765.0,7.0,,,,,,84.0,,,,,,,,312.0,390.0,,4.0,160.0,,,220.08,,,,,,,0.0,,,4647858.0,,,,,,0.0,,,,,,,,,,,,,6.327921,,,,,,,,9.0,,,,,,,,32,35.0,,1324832.0,,0.0,,,49976.1,,45.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,16.0,370845.2,,,,,,785.0,,,,150.0,,39213.0,8.0,,,,,,0.0,1483085.0,1137612.0,,,,,,1750.0,,,0.0,9.0,,,,,723653.0,,,,9454720.0,,,,,,,24.0,,,1512894.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,AhzZptzip9,RO12,,taul,1K8T,USOt,dgtxY95,98kUPa9,,,P6xV,9_Y1,t_4G,09_Q,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,GvhB,cJvF,FzaX,lER6V3V,oslk,cFZAKIt,LM8l689qOp,,,Qu4f,RAYp,F2FyR07IdsN7I,,,1
,,,,,777.0,14.0,,,,,,1084.0,,,,,,,,120.0,150.0,,8.0,0.0,,,220.08,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,5.886136,,,,,,,,18.0,,,,,,,6.0,60,175.0,,5529600.0,,0.0,,,192686.7,,0.0,,0.0,,,,,,,,,26259.0,,,,,,,,,,,,,,,32.0,,,64.0,65671.6,,,,,,480.0,,,,0.0,,35172.0,,,,,,,0.0,9504000.0,0.0,,,,,,2035.0,,,0.0,18.0,,,,,2419200.0,,,,10368000.0,,,,,,,44.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,tr0Wq69cTy,RO12,SEuy,taul,1K8T,FPxv,t6T3ZVS,rRTn3fZ,wAxiqnH,smXZ,NKTj,9_Y1,0A_v,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,RHBGtLh,,mAjbk_S,tunS,UYBR,FzaX,_v2jB1v,oslk,96ZoG9v,LM8l689qOp,,kG3k,PM2D,RAYp,F2FyR07IdsN7I,am7c,,0
,,,,,259.0,0.0,,,,,,0.0,,,,,,,,40.0,50.0,,2.0,16.0,,,253.52,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,6.647084,,,,,,,,9.0,,,,,,,,22,0.0,,9552960.0,,0.0,,,311169.0,,10.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,32.0,459120.0,,,,,,305.0,,,,0.0,,0.0,4.0,,,,,,0.0,3319625.0,1352756.0,,,,,,0.0,,,0.0,9.0,,,,,4233600.0,,,,10940360.0,,,,,,,4.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,dRavyx7ejg,RO12,,taul,1K8T,487l,9E5N3cj,V_KR_LD,,,et0n,9_Y1,qaiO,VpdQ,zm5i,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,CrNX,,,,NGZ_12K,FbT7,UYBR,,Cxcufym,d0EEeJi,TxRXf37,,,,szEZ,nIGXDli,F2FyR07IdsN7I,,,0
,,,,,5670.0,28.0,,,,,,3792.0,,,,,,,,792.0,990.0,,22.0,408.0,,,146.48,,,,,,,0.0,,,36774.0,,,,,,0.0,,,,,,,,,,,,,6.501389,,,,,,,,36.0,,,,,,,12.0,132,371.0,,504192.0,,0.0,,,4565.82,,25.0,,64.0,,,,,,,,,24363.0,,,,,,,,,,,,,,,248.0,,,360.0,-73603.6,,,,,,2645.0,,,,30.0,,137817.0,,,,,,,0.0,342635.0,288328.0,,,,,,2910.0,,,0.0,18.0,,,,,251706.0,,,,1474864.0,,,,,,,120.0,,,366360.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,52Iq9ayE15,2Knk1KF,,taul,1K8T,z32l,eUquP03,_UtlxbJ,MZXEBmj,,fHhC,9_Y1,vm5R,VpdQ,hzlB,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,wgPGyEN,,11p4mKe,ktF5,cJvF,FzaX,Owlv10k,oslk,hjFYw04,LM8l689qOp,,ELof,7P5s,RAYp,55YFVY9,am7c,,0
,,,,,1085.0,28.0,,,,,,8360.0,,,,,,,,228.0,285.0,,0.0,160.0,,,437.68,,,,,,,25.0,,,6414480.0,,,,,,0.0,,,,,,,,,,,,,0.5221107,,,,,,,,45.0,,,,,,,12.0,108,133.0,,1997024.0,,3.0,,,177472.8,,25.0,,10.0,,,,,,,,,315663.0,,,,,,,,,,,,,,,32.0,,,32.0,71990.8,,,,,,725.0,,,,90.0,,30051.0,,,,,,,48.0,1428855.0,923578.0,,,,,,9250.0,,,0.0,18.0,,,,,0.0,,,,9879560.0,,,,,,,16.0,,,33162.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,252.0,,,a4v9tYsGvO,2Knk1KF,SEuy,taul,1K8T,TyGl,lKN4RJE,zA2IZno2NK,i3OX0vJ,smXZ,2tQN,9_Y1,YULl,VpdQ,sYC_,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,s_cNZfq,,beK4AFX,08mk,UYBR,FzaX,wxPYjZW,oslk,dXi2qo0,LM8l689qOp,,xG3x,FSa2,RAYp,55YFVY9,mj86,,0
,,,,,2569.0,14.0,,,,,,6316.0,,,,,,,,140.0,175.0,,0.0,32.0,,,240.56,,,,,,,5.0,,,7376640.0,,,,,,0.0,,,,,,,,,,,,,1.834437,,,,,,,,18.0,,,,,,,,174,238.0,,2015976.0,,0.0,,,62661.9,,25.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,24.0,175661.6,,,,,,4320.0,,,,90.0,,4275.0,10.0,,,,,,8.0,2224240.0,532072.0,,,,,,1510.0,,,0.0,18.0,,,,,0.0,,,,10468440.0,,,,,,,16.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,H7er4Rdc_a,LrdZy8QqgUfkVShG,,taul,1K8T,4fje,fhk21Ss,e1XhvTunuD,qRzZGt8,,Hvse,9_Y1,em8I,VpdQ,haYg,7M47J5GA0pTYIFxg5uy,kIsH,,g5HH,L84s,WsRVNrF85oPU_,,5zAG_Cb,,IoIz5gZ,rusN,cJvF,OFWH,4UxGlow,zCkv,catzS2D,jySVZNlOJy,,,me1d,ZI9m,ib5G6X1eUxUn6,am7c,,0
,,,,,2310.0,7.0,,,,,,88.0,,,,,,,,508.0,635.0,,22.0,400.0,,,200.0,,,,,,,0.0,,,70998.0,,,,,,0.0,,,,,,,,,,,,,4.965178,,,,,,,,18.0,,,,,,,6.0,64,7.0,,2070624.0,,0.0,,,25920.18,,5.0,,24.0,,,,,,,,,31041.0,,,,,,,,,,,,,,,136.0,,,168.0,-194258.8,,,,,,1510.0,,,,30.0,,15111.0,40.0,,,,,,0.0,1743415.0,215206.0,,,,,,820.0,,,0.0,0.0,,,,,287987.0,,,,2999792.0,,,,,,,76.0,,,130782.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,288.0,,,1KSqrQK2Mx,RO12,,taul,1K8T,TyGl,wGQJeCE,LJF4fPp,EYe_cPx,,JYf9,9_Y1,15m3,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,1f5TDJY,,mAja5EA,B_bO,cJvF,FzaX,dpuv1FD,oslk,o6f7A2G,LM8l689qOp,,ELof,FSa2,RAYp,F2FyR07IdsN7I,am7c,,0
32.0,,,,,,,,64.0,,,16.0,,,,,,,,,,,,,,,,,0.0,5.0,,,,,,,,,,,98.0,,,,,,0.0,,,0.0,,,800496.0,,,,5.767357,0.0,,,,0.0,48.0,16943.13,,128.0,,,,,,,4,,,,0.0,,,,,,,,,70438.0,7.0,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,111228.0,,6.0,,,-1628464.0,,,0.0,,,,,8.0,,,,,-20.0,,,16.0,,0.0,,,,,103288.4,0.0,,,,,0.0,,,,,,,,,,,,9240320.0,,224.0,,,,,,,,,,,,369.28,,,,,,,,,,,,11568270.0,,,,,,0.0,4.0,,,,,uUdt0G8EIb,RO12,,taul,1K8T,wOc1,voX4XxH,7vJz3tk,,,SbVz,9_Y1,e7QV,VpdQ,,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,eGzu,7Wwvby0,n4TD,cJvF,FzaX,_Mc87dl,oslk,Bfv7kpB,LM8l689qOp,,,fKCe,RAYp,F2FyR07IdsN7I,,,0
,,,,,770.0,7.0,,,,,,4.0,,,,,,,,100.0,125.0,,0.0,96.0,,,166.56,,,,,,,0.0,,,3324774.0,,,,,,0.0,,,,,,,,,,,,,2.220466,,,,,,,,9.0,,,,,,,3.0,36,7.0,,48136.0,,0.0,,,105130.2,,0.0,,4.0,,,,,,,,,1968.0,,,,,,,,,,,,,,,16.0,,,8.0,57404.0,,,,,,430.0,,,,42.0,,225.0,,,,,,,0.0,512790.0,257894.0,,,,,,10.0,,,0.0,9.0,,,,,0.0,,,,3857804.0,,,,,,,6.0,,,1036800.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,ZSNrjIX0Db,RO12,,taul,1K8T,dTod,im_bujo,h3WsUQk,,,wjxC,9_Y1,nr0d,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,U_Qq,cJvF,FzaX,hf11Ctd,oslk,6Uhw_BK,LM8l689qOp,,,5Acm,RAYp,F2FyR07IdsN7I,,,1
